Project;Trip;Longitude;Latitude;DateTime;Station;Bott Depth M;Parameter;Layer;Taxa;Stage;Size_class;abundance-AB;abundance-AB Unit
Atvērtie Monitoringa dati;2021Monit_01;23.483120;57.399470;2021-05-16T15:55:00;135;43.50;Zooplankton;0-42;Keratella cochlearis;;;34.8837;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;23.483120;57.399470;2021-05-16T15:55:00;135;43.50;Zooplankton;0-42;Synchaeta fennica;;;11.6279;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;23.483120;57.399470;2021-05-16T15:55:00;135;43.50;Zooplankton;0-42;Bivalvia unidentified larvae;;;46.5116;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;23.483120;57.399470;2021-05-16T15:55:00;135;43.50;Zooplankton;0-42;Limnocalanus macrurus;II;;3.8760;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;23.483120;57.399470;2021-05-16T15:55:00;135;43.50;Zooplankton;0-42;Limnocalanus macrurus;IV;;3.8760;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;23.483120;57.399470;2021-05-16T15:55:00;135;43.50;Zooplankton;0-42;Acartia bifilosa;M;;697.6740;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;23.483120;57.399470;2021-05-16T15:55:00;135;43.50;Zooplankton;0-42;Eurytemora affinis;M;;186.0464;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;23.483120;57.399470;2021-05-16T15:55:00;135;43.50;Zooplankton;0-42;Eurytemora sp;F;;81.3953;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;23.483120;57.399470;2021-05-16T15:55:00;135;43.50;Zooplankton;0-42;Polychaeta unidentified larvae;;;255.8138;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;23.483120;57.399470;2021-05-16T15:55:00;135;43.50;Zooplankton;0-42;Evadne nordmanni;;0.5-0.6;11.6279;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;23.483120;57.399470;2021-05-16T15:55:00;135;43.50;Zooplankton;0-42;Eurytemora sp;N;;476.7439;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;23.483140;57.399790;2021-08-02T15:53:00;135;43.50;Zooplankton;0-42;Acartia sp;N;;7255.8148;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;23.483140;57.399790;2021-08-02T15:53:00;135;43.50;Zooplankton;0-42;Acartia sp;I;;279.0698;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;23.483140;57.399790;2021-08-02T15:53:00;135;43.50;Zooplankton;0-42;Acartia sp;II;;558.1396;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;23.483140;57.399790;2021-08-02T15:53:00;135;43.50;Zooplankton;0-42;Acartia sp;III;;279.0698;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;23.483140;57.399790;2021-08-02T15:53:00;135;43.50;Zooplankton;0-42;Eurytemora sp;N;;7534.8846;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;23.483140;57.399790;2021-08-02T15:53:00;135;43.50;Zooplankton;0-42;Eurytemora sp;I;;2232.5584;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;23.483140;57.399790;2021-08-02T15:53:00;135;43.50;Zooplankton;0-42;Eurytemora sp;II;;5023.2564;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;23.483140;57.399790;2021-08-02T15:53:00;135;43.50;Zooplankton;0-42;Eurytemora sp;III;;15767.4437;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;23.483140;57.399790;2021-08-02T15:53:00;135;43.50;Zooplankton;0-42;Eurytemora sp;V;;9627.9081;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;23.483140;57.399790;2021-08-02T15:53:00;135;43.50;Zooplankton;0-42;Eurytemora sp;IV;;13953.4900;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;23.483140;57.399790;2021-08-02T15:53:00;135;43.50;Zooplankton;0-42;Eurytemora affinis;M;;5162.7913;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;23.483140;57.399790;2021-08-02T15:53:00;135;43.50;Zooplankton;0-42;Eurytemora affinis;F;;3348.8376;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;23.483140;57.399790;2021-08-02T15:53:00;135;43.50;Zooplankton;0-42;Centropages sp;IV-V;;139.5349;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;23.483140;57.399790;2021-08-02T15:53:00;135;43.50;Zooplankton;0-42;Keratella quadrata;;;18697.6766;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;23.483140;57.399790;2021-08-02T15:53:00;135;43.50;Zooplankton;0-42;Keratella cochlearis;;;19534.8860;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;23.483140;57.399790;2021-08-02T15:53:00;135;43.50;Zooplankton;0-42;Keratella cruciformis;;;139.5349;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;23.483140;57.399790;2021-08-02T15:53:00;135;43.50;Zooplankton;0-42;Polychaeta unidentified larvae;;;139.5349;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;23.483140;57.399790;2021-08-02T15:53:00;135;43.50;Zooplankton;0-42;Bivalvia unidentified larvae;;;139.5349;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;23.483140;57.399790;2021-08-02T15:53:00;135;43.50;Zooplankton;0-42;Synchaeta monopus;;;558.1396;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;23.483140;57.399790;2021-08-02T15:53:00;135;43.50;Zooplankton;0-42;Synchaeta baltica;;;139.5349;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;23.483140;57.399790;2021-08-02T15:53:00;135;43.50;Zooplankton;0-42;Bosmina coregoni;;<0.3;139.5349;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;23.483140;57.399790;2021-08-02T15:53:00;135;43.50;Zooplankton;0-42;Cercopagis pengoi;;;43.6170;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.241360;57.880520;2021-08-06T06:16:00;158;12.40;Zooplankton;0-10;Acartia sp;I;;2400.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.241360;57.880520;2021-08-06T06:16:00;158;12.40;Zooplankton;0-10;Acartia sp;II;;4200.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.241360;57.880520;2021-08-06T06:16:00;158;12.40;Zooplankton;0-10;Acartia sp;III;;1600.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.241360;57.880520;2021-08-06T06:16:00;158;12.40;Zooplankton;0-10;Acartia sp;IV;;1400.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.241360;57.880520;2021-08-06T06:16:00;158;12.40;Zooplankton;0-10;Acartia bifilosa;F;;400.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.241360;57.880520;2021-08-06T06:16:00;158;12.40;Zooplankton;0-10;Acartia bifilosa;M;;1600.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.241360;57.880520;2021-08-06T06:16:00;158;12.40;Zooplankton;0-10;Cyclopoida unidentified;IV-V;;200.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.241360;57.880520;2021-08-06T06:16:00;158;12.40;Zooplankton;0-10;Eurytemora sp;II;;200.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.241360;57.880520;2021-08-06T06:16:00;158;12.40;Zooplankton;0-10;Eurytemora sp;III;;600.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.241360;57.880520;2021-08-06T06:16:00;158;12.40;Zooplankton;0-10;Eurytemora sp;V;;200.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.241360;57.880520;2021-08-06T06:16:00;158;12.40;Zooplankton;0-10;Eurytemora affinis;M;;200.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.241360;57.880520;2021-08-06T06:16:00;158;12.40;Zooplankton;0-10;Limnocalanus macrurus;V;;200.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.241360;57.880520;2021-08-06T06:16:00;158;12.40;Zooplankton;0-10;Keratella quadrata;;;30600.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.241360;57.880520;2021-08-06T06:16:00;158;12.40;Zooplankton;0-10;Keratella cochlearis;;;12600.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.241360;57.880520;2021-08-06T06:16:00;158;12.40;Zooplankton;0-10;Amphibalanus unidentified larvae;;;29800.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.241360;57.880520;2021-08-06T06:16:00;158;12.40;Zooplankton;0-10;Polychaeta unidentified larvae;;;200.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.241360;57.880520;2021-08-06T06:16:00;158;12.40;Zooplankton;0-10;Cercopagis pengoi;;not recorded;70.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.241360;57.880520;2021-08-06T06:16:00;158;12.40;Zooplankton;0-10;Synchaeta baltica;;;400.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.241360;57.880520;2021-08-06T06:16:00;158;12.40;Zooplankton;0-10;Bosmina longirostris;;<0.3;800.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.241360;57.880520;2021-08-06T06:16:00;158;12.40;Zooplankton;0-10;Bosmina longirostris;;0.4-0.5;200.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.241360;57.880520;2021-08-06T06:16:00;158;12.40;Zooplankton;0-10;Bosmina longirostris;;0.5-0.6;600.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.241360;57.880520;2021-08-06T06:16:00;158;12.40;Zooplankton;0-10;Bosmina longirostris;;0.6-0.8;200.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.241360;57.880520;2021-08-06T06:16:00;158;12.40;Zooplankton;0-10;Bosmina longirostris;;0.3-0.4;200.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.243570;57.880080;2021-05-17T12:00:00;158;12.40;Zooplankton;0-12;Limnocalanus macrurus;IV;;13.8889;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.243570;57.880080;2021-05-17T12:00:00;158;12.40;Zooplankton;0-12;Cyclopoida unidentified;N;;27.7778;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.243570;57.880080;2021-05-17T12:00:00;158;12.40;Zooplankton;0-12;Synchaeta monopus;;;83.3334;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.243570;57.880080;2021-05-17T12:00:00;158;12.40;Zooplankton;0-12;Cyclopoida unidentified;I-III;;13.8889;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.243570;57.880080;2021-05-17T12:00:00;158;12.40;Zooplankton;0-12;Evadne nordmanni;;0.4-0.5;41.6667;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.243570;57.880080;2021-05-17T12:00:00;158;12.40;Zooplankton;0-12;Bivalvia unidentified larvae;;;597.2227;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.243570;57.880080;2021-05-17T12:00:00;158;12.40;Zooplankton;0-12;Evadne nordmanni;;0.5-0.6;55.5556;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.243570;57.880080;2021-05-17T12:00:00;158;12.40;Zooplankton;0-12;Bosmina coregoni;;<0.3;13.8889;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.243570;57.880080;2021-05-17T12:00:00;158;12.40;Zooplankton;0-12;Acartia sp;I;;305.5558;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.243570;57.880080;2021-05-17T12:00:00;158;12.40;Zooplankton;0-12;Acartia sp;IV;;458.3337;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.243570;57.880080;2021-05-17T12:00:00;158;12.40;Zooplankton;0-12;Acartia sp;II;;583.3338;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.243570;57.880080;2021-05-17T12:00:00;158;12.40;Zooplankton;0-12;Eurytemora sp;I;;194.4446;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.243570;57.880080;2021-05-17T12:00:00;158;12.40;Zooplankton;0-12;Eurytemora sp;II;;166.6668;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.243570;57.880080;2021-05-17T12:00:00;158;12.40;Zooplankton;0-12;Eurytemora sp;IV;;97.2223;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.243570;57.880080;2021-05-17T12:00:00;158;12.40;Zooplankton;0-12;Eurytemora sp;V;;41.6667;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.243570;57.880080;2021-05-17T12:00:00;158;12.40;Zooplankton;0-12;Polychaeta unidentified larvae;;;402.7781;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.243570;57.880080;2021-05-17T12:00:00;158;12.40;Zooplankton;0-12;Evadne nordmanni;;0.6-0.8;41.6667;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.243570;57.880080;2021-05-17T12:00:00;158;12.40;Zooplankton;0-12;Acartia sp;III;;458.3337;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.243570;57.880080;2021-05-17T12:00:00;158;12.40;Zooplankton;0-12;Acartia sp;V;;597.2227;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.243570;57.880080;2021-05-17T12:00:00;158;12.40;Zooplankton;0-12;Eurytemora sp;III;;166.6668;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.243570;57.880080;2021-05-17T12:00:00;158;12.40;Zooplankton;0-12;Eurytemora sp;M;;41.6667;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.243570;57.880080;2021-05-17T12:00:00;158;12.40;Zooplankton;0-12;Synchaeta baltica;;;1458.3345;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.243570;57.880080;2021-05-17T12:00:00;158;12.40;Zooplankton;0-12;Bosmina coregoni;;0.3-0.4;97.2223;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.243570;57.880080;2021-05-17T12:00:00;158;12.40;Zooplankton;0-12;Acartia sp;M;;277.7780;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.243570;57.880080;2021-05-17T12:00:00;158;12.40;Zooplankton;0-12;Acartia sp;F;;263.8891;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.243570;57.880080;2021-05-17T12:00:00;158;12.40;Zooplankton;0-12;Keratella quadrata;;;41.6667;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.243570;57.880080;2021-05-17T12:00:00;158;12.40;Zooplankton;0-12;Synchaeta fennica;;;41.6667;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.243570;57.880080;2021-05-17T12:00:00;158;12.40;Zooplankton;0-12;Pleopis polyphemoides;;0.3-0.4;13.8889;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.243570;57.880080;2021-05-17T12:00:00;158;12.40;Zooplankton;0-12;Eurytemora sp;N;;708.3339;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.243570;57.880080;2021-05-17T12:00:00;158;12.40;Zooplankton;0-12;Limnocalanus macrurus;N;;83.3334;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.243570;57.880080;2021-05-17T12:00:00;158;12.40;Zooplankton;0-12;Bosmina coregoni;;0.4-0.5;27.7778;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.243570;57.880080;2021-05-17T12:00:00;158;12.40;Zooplankton;0-12;Keratella cruciformis;;;;
Atvērtie Monitoringa dati;2021Monit_01;24.336170;57.592900;2021-05-17T18:52:00;160;12.30;Zooplankton;0-10;Acartia sp;N;;50.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.336170;57.592900;2021-05-17T18:52:00;160;12.30;Zooplankton;0-10;Acartia sp;I;;90.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.336170;57.592900;2021-05-17T18:52:00;160;12.30;Zooplankton;0-10;Acartia sp;II;;250.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.336170;57.592900;2021-05-17T18:52:00;160;12.30;Zooplankton;0-10;Acartia sp;III;;200.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.336170;57.592900;2021-05-17T18:52:00;160;12.30;Zooplankton;0-10;Acartia sp;IV;;155.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.336170;57.592900;2021-05-17T18:52:00;160;12.30;Zooplankton;0-10;Acartia sp;V;;165.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.336170;57.592900;2021-05-17T18:52:00;160;12.30;Zooplankton;0-10;Acartia bifilosa;M;;75.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.336170;57.592900;2021-05-17T18:52:00;160;12.30;Zooplankton;0-10;Acartia bifilosa;F;;85.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.336170;57.592900;2021-05-17T18:52:00;160;12.30;Zooplankton;0-10;Cyclopoida unidentified;N;;35.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.336170;57.592900;2021-05-17T18:52:00;160;12.30;Zooplankton;0-10;Cyclopoida unidentified;I-III;;20.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.336170;57.592900;2021-05-17T18:52:00;160;12.30;Zooplankton;0-10;Centropages sp;N;;15.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.336170;57.592900;2021-05-17T18:52:00;160;12.30;Zooplankton;0-10;Eurytemora sp;N;;545.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.336170;57.592900;2021-05-17T18:52:00;160;12.30;Zooplankton;0-10;Eurytemora sp;I;;65.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.336170;57.592900;2021-05-17T18:52:00;160;12.30;Zooplankton;0-10;Eurytemora sp;II;;45.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.336170;57.592900;2021-05-17T18:52:00;160;12.30;Zooplankton;0-10;Eurytemora sp;III;;25.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.336170;57.592900;2021-05-17T18:52:00;160;12.30;Zooplankton;0-10;Eurytemora sp;IV;;25.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.336170;57.592900;2021-05-17T18:52:00;160;12.30;Zooplankton;0-10;Synchaeta baltica;;;380.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.336170;57.592900;2021-05-17T18:52:00;160;12.30;Zooplankton;0-10;Eurytemora affinis;M;;5.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.336170;57.592900;2021-05-17T18:52:00;160;12.30;Zooplankton;0-10;Limnocalanus macrurus;M;;5.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.336170;57.592900;2021-05-17T18:52:00;160;12.30;Zooplankton;0-10;Eurytemora sp;V;;15.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.336170;57.592900;2021-05-17T18:52:00;160;12.30;Zooplankton;0-10;Bivalvia unidentified larvae;;;365.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.336170;57.592900;2021-05-17T18:52:00;160;12.30;Zooplankton;0-10;Pseudocalanus sp;IV;;5.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.336170;57.592900;2021-05-17T18:52:00;160;12.30;Zooplankton;0-10;Keratella cochlearis;;;5.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.336170;57.592900;2021-05-17T18:52:00;160;12.30;Zooplankton;0-10;Synchaeta monopus;;;25.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.336170;57.592900;2021-05-17T18:52:00;160;12.30;Zooplankton;0-10;Bosmina coregoni;;<0.3;30.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.336170;57.592900;2021-05-17T18:52:00;160;12.30;Zooplankton;0-10;Evadne nordmanni;;0.6-0.8;15.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.336170;57.592900;2021-05-17T18:52:00;160;12.30;Zooplankton;0-10;Synchaeta fennica;;;35.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.336170;57.592900;2021-05-17T18:52:00;160;12.30;Zooplankton;0-10;Evadne nordmanni;;0.5-0.6;5.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.336170;57.592900;2021-05-17T18:52:00;160;12.30;Zooplankton;0-10;Keratella quadrata;;;15.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.336170;57.592900;2021-05-17T18:52:00;160;12.30;Zooplankton;0-10;Bosmina coregoni;;0.4-0.5;15.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.336170;57.592900;2021-05-17T18:52:00;160;12.30;Zooplankton;0-10;Polychaeta unidentified larvae;;;70.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_01;24.336170;57.592900;2021-05-17T18:52:00;160;12.30;Zooplankton;0-10;Bosmina longirostris;;;;
Atvērtie Monitoringa dati;2021Monit_01;24.336170;57.592900;2021-05-17T18:52:00;160;12.30;Zooplankton;0-10;Bosmina coregoni;;0.3-0.4;110.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.334970;57.593420;2021-08-06T10:24:00;160;12.30;Zooplankton;0-10;Acartia sp;N;;5546.6632;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.334970;57.593420;2021-08-06T10:24:00;160;12.30;Zooplankton;0-10;Acartia sp;I;;906.6661;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.334970;57.593420;2021-08-06T10:24:00;160;12.30;Zooplankton;0-10;Acartia sp;II;;1493.3324;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.334970;57.593420;2021-08-06T10:24:00;160;12.30;Zooplankton;0-10;Acartia sp;III;;853.3328;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.334970;57.593420;2021-08-06T10:24:00;160;12.30;Zooplankton;0-10;Acartia sp;IV;;586.6663;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.334970;57.593420;2021-08-06T10:24:00;160;12.30;Zooplankton;0-10;Acartia sp;V;;533.3330;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.334970;57.593420;2021-08-06T10:24:00;160;12.30;Zooplankton;0-10;Acartia sp;F;;479.9997;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.334970;57.593420;2021-08-06T10:24:00;160;12.30;Zooplankton;0-10;Acartia sp;M;;266.6665;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.334970;57.593420;2021-08-06T10:24:00;160;12.30;Zooplankton;0-10;Cyclopoida unidentified;N;;53.3333;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.334970;57.593420;2021-08-06T10:24:00;160;12.30;Zooplankton;0-10;Eurytemora sp;N;;1226.6659;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.334970;57.593420;2021-08-06T10:24:00;160;12.30;Zooplankton;0-10;Eurytemora sp;I;;373.3331;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.334970;57.593420;2021-08-06T10:24:00;160;12.30;Zooplankton;0-10;Eurytemora sp;II;;693.3329;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.334970;57.593420;2021-08-06T10:24:00;160;12.30;Zooplankton;0-10;Eurytemora sp;III;;799.9995;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.334970;57.593420;2021-08-06T10:24:00;160;12.30;Zooplankton;0-10;Eurytemora sp;IV;;479.9997;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.334970;57.593420;2021-08-06T10:24:00;160;12.30;Zooplankton;0-10;Eurytemora sp;V;;533.3330;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.334970;57.593420;2021-08-06T10:24:00;160;12.30;Zooplankton;0-10;Eurytemora sp;F;;53.3333;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.334970;57.593420;2021-08-06T10:24:00;160;12.30;Zooplankton;0-10;Eurytemora sp;M;;213.3332;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.334970;57.593420;2021-08-06T10:24:00;160;12.30;Zooplankton;0-10;Centropages sp;N;;53.3333;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.334970;57.593420;2021-08-06T10:24:00;160;12.30;Zooplankton;0-10;Keratella quadrata;;;12000.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.334970;57.593420;2021-08-06T10:24:00;160;12.30;Zooplankton;0-10;Keratella cochlearis;;;3093.3314;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.334970;57.593420;2021-08-06T10:24:00;160;12.30;Zooplankton;0-10;Amphibalanus unidentified larvae;;;24640.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.334970;57.593420;2021-08-06T10:24:00;160;12.30;Zooplankton;0-10;Polychaeta unidentified larvae;;;159.9999;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.334970;57.593420;2021-08-06T10:24:00;160;12.30;Zooplankton;0-10;Bivalvia unidentified larvae;;;53.3333;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.334970;57.593420;2021-08-06T10:24:00;160;12.30;Zooplankton;0-10;Bosmina coregoni;;0.3-0.4;53.3333;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.334970;57.593420;2021-08-06T10:24:00;160;12.30;Zooplankton;0-10;Bosmina coregoni;;0.5-0.6;53.3333;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.334970;57.593420;2021-08-06T10:24:00;160;12.30;Zooplankton;0-10;Cercopagis pengoi;;not recorded;80.8000;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.334970;57.593420;2021-08-06T10:24:00;160;12.30;Zooplankton;0-10;Evadne nordmanni;;;;
Atvērtie Monitoringa dati;2021Monit_2;24.334970;57.593420;2021-08-06T10:24:00;160;12.30;Zooplankton;0-10;Bosmina longirostris;;<0.3;479.9997;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.334970;57.593420;2021-08-06T10:24:00;160;12.30;Zooplankton;0-10;Bosmina longirostris;;0.3-0.4;1546.6657;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.334970;57.593420;2021-08-06T10:24:00;160;12.30;Zooplankton;0-10;Bosmina longirostris;;0.4-0.5;746.6662;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.334970;57.593420;2021-08-06T10:24:00;160;12.30;Zooplankton;0-10;Bosmina longirostris;;0.5-0.6;266.6665;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.334970;57.593420;2021-08-06T10:24:00;160;12.30;Zooplankton;0-10;Bosmina longirostris;;0.6-0.8;106.6666;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.334970;57.593420;2021-08-06T10:24:00;160;12.30;Zooplankton;0-10;Synchaeta monopus;;;479.9997;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.374640;57.316320;2021-08-02T11:17:00;162;12.40;Zooplankton;0-10;Acartia sp;I;;100.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.374640;57.316320;2021-08-02T11:17:00;162;12.40;Zooplankton;0-10;Acartia sp;III;;100.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.374640;57.316320;2021-08-02T11:17:00;162;12.40;Zooplankton;0-10;Acartia sp;II;;100.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.374640;57.316320;2021-08-02T11:17:00;162;12.40;Zooplankton;0-10;Cyclopoida unidentified;N;;100.0000;ind/m3
Atvērtie Monitoringa dati;2021Monit_2;24.374640;57.316320;2021-08-02T11:17:00;162;12.40;Zooplankton;0-10;Keratella quadrata;;;102800.0000;ind/m3
